x_ProjectCode,x_BH_ID,x_Motherhole,x_HoleType,x_MaxDepth,x_DepthFrom,x_DepthTo,x_Date,x_Cr2O3_%,x_FeO_%,x_SiO2_%,x_MgO_%,x_Al2O3_%,x_CaO_%,x_P_%,x_Au_ICP_ppm,x_Pt_ICP_ppm,x_Pd_ICP_ppm,x_Rh_ICP_ppm,x_Ir_ICP_ppm,x_Ru_ICP_ppm,y_Level1,y_Level2
J1102,ZK85,ZK85,borehole,376.75,212.28,212.66,23. Feb 09,24.68,20.01,23.65,18.89,11.26,1.35,0.0,0.01,0.74,0.42,0.17,0.1,0.35,LG,7
J1103,SC01,SC01,borehole,274.5,78.47,78.62,23. Feb 09,34.49,22.56,9.73,9.41,17.56,1.8,0.0,0.01,2.44,0.63,0.26,0.21,0.82,MG,1
J1102,SC02,SC02,borehole,280.7,114.31,114.57,23. Feb 09,18.66,17.4,27.2,18.01,9.5,2.46,0.01,0.01,0.7,0.24,0.13,0.05,0.16,MG,1
J1109,SC62,SC62,borehole,284.7,18.92,19.67,23. Feb 09,34.31,21.87,8.62,8.33,16.97,2.34,0.0,0.01,1.31,0.2,0.22,0.16,0.67,MG,1
J1103,SC63,SC63,borehole,333.75,101.7,102.23,23. Feb 09,35.9,23.68,7.93,9.11,17.72,1.42,0.0,0.01,1.22,0.36,0.23,0.17,0.7,MG,1
J1105,ZK74,ZK74,borehole,556.75,205.11,205.48,23. Feb 09,34.24,22.78,11.15,10.33,14.08,1.64,0.01,0.01,0.91,0.4,0.23,0.12,0.48,MG,1
J1106,ZK74,ZK74,borehole,556.75,204.23,204.97,23. Feb 09,33.16,23.67,9.73,9.96,16.2,1.34,0.0,0.01,1.22,0.37,0.3,0.12,0.41,MG,1
J1915,EL024,EL024,borehole,127.75,16.82,17.65,19. Sep 13,34.53,22.65,6.2,11.4,14.6,2.77,0.0,0.01,0.59,0.18,0.13,0.11,0.51,MG,1
J1917,EL025,EL025,borehole,113.5,10.07,10.56,19. Sep 13,35.76,23.28,6.5,10.2,16.8,1.87,0.0,0.01,1.16,0.29,0.24,0.13,0.47,MG,1
J1916,EL027,EL027,borehole,182.14,61.87,62.59,19. Sep 13,39.58,23.51,6.6,11.3,15.3,0.73,0.01,0.01,0.67,0.27,0.16,0.11,0.52,MG,1
J1922,EL028,EL028,borehole,174.82,58.85,59.53,19. Sep 13,38.18,24.47,6.4,11.5,16.3,0.92,0.0,0.01,0.66,0.29,0.13,0.1,0.44,MG,1
J1472,EL03,EL03,borehole,31.33,12.7,13.47,23. Okt 09,36.1,27.81,8.13,11.37,13.88,0.9,0.0,0.01,0.64,0.21,0.18,0.11,0.51,MG,1
J1915,EL030,EL030,borehole,209.09,98.63,99.08,19. Sep 13,40.18,24.86,4.4,10.7,16.7,0.64,0.0,0.01,0.65,0.22,0.21,0.14,0.56,MG,1
J1916,EL030,EL030,borehole,209.09,98.63,99.08,19. Sep 13,39.94,24.37,4.8,11.2,16.9,0.61,0.0,0.01,0.8,0.25,0.24,0.13,0.5,MG,1
J1913,EL031,EL031,borehole,122.54,22.14,22.7,19. Sep 13,39.09,24.24,4.6,10.1,17.1,0.97,0.0,0.01,0.83,0.2,0.13,0.11,0.54,MG,1
J1917,EL032,EL032,borehole,267.2,164.25,164.97,19. Sep 13,40.96,19.15,2.9,12.3,18.8,0.93,0.0,0.01,0.64,0.25,0.17,0.13,0.6,MG,1
J1920,EL033,EL033,borehole,163.74,59.15,59.83,19. Sep 13,38.86,24.05,6.0,11.1,16.3,0.98,0.0,0.01,0.68,0.28,0.16,0.11,0.45,MG,1
J1476,EL06,EL06,borehole,34.28,31.76,32.45,23. Okt 09,38.4,26.45,5.2,11.21,17.02,0.75,0.0,0.01,0.66,0.19,0.2,0.13,0.56,MG,1
J1472,EL07,EL07,borehole,37.3,23.63,24.27,23. Okt 09,40.05,26.22,4.01,11.18,15.64,0.49,0.0,0.01,0.69,0.23,0.21,0.14,0.51,MG,1
J1472,EL15,EL15,borehole,16.31,10.5,11.5,23. Okt 09,29.92,23.94,8.48,10.96,13.25,4.17,0.0,0.01,0.67,0.13,0.17,0.1,0.46,MG,1
J1927,EL22,EL22,borehole,300.69,111.06,111.8,19. Sep 13,40.16,23.6,4.0,10.8,17.5,0.73,0.0,0.01,0.8,0.32,0.26,0.16,0.68,MG,1
J1923,EL23,EL23,borehole,276.6,164.19,164.9,19. Sep 13,38.16,24.2,6.3,12.0,15.6,0.52,0.0,0.01,0.8,0.24,0.17,0.13,0.55,MG,1
J1913,MD019,MD019,borehole,229.2,108.13,108.7,19. Sep 13,35.99,23.62,7.4,11.8,17.6,1.07,0.0,0.01,0.62,0.23,0.22,0.13,0.59,MG,1
J1919,MD019,MD019,borehole,229.2,108.13,108.7,19. Sep 13,37.53,24.8,6.9,11.0,16.1,0.89,0.0,0.01,0.62,0.38,0.22,0.12,0.58,MG,1
J1915,MD020,MD020,borehole,124.24,11.75,12.42,19. Sep 13,33.23,22.01,11.9,11.4,14.1,2.7,0.0,0.01,0.47,0.12,0.15,0.09,0.38,MG,1
J1915,MD021,MD021,borehole,133.74,17.75,18.57,19. Sep 13,39.36,24.22,5.4,10.8,15.3,1.19,0.0,0.01,0.7,0.27,0.22,0.14,0.64,MG,1
J1916,MD022,MD022,borehole,247.22,135.95,136.57,19. Sep 13,37.92,24.56,6.0,11.6,15.8,1.14,0.0,0.01,0.64,0.24,0.22,0.14,0.6,MG,1
J1472,MD04,MD04,borehole,34.33,10.78,11.4,23. Okt 09,38.25,26.65,6.96,11.1,14.75,0.94,0.0,0.01,0.72,0.25,0.24,0.13,0.6,MG,1
J1520,MD17,MD17,borehole,645.33,348.92,349.8,17. Sep 13,39.33,24.26,7.07,12.27,15.61,0.76,0.0,0.01,0.53,0.16,0.3,0.13,0.59,MG,1
J1492,MD18,MD18,borehole,524.83,390.79,391.39,17. Sep 13,49.9,19.3,6.28,10.46,11.81,0.55,0.0,0.01,0.68,0.28,0.23,0.13,0.49,MG,1
J1126,SC06,SC06,borehole,639.35,291.49,291.69,03. Sep 13,,,,,,,,0.01,0.5,0.19,0.22,0.08,0.42,MG,1
J1122,SC56,SC56,borehole,550.65,213.95,214.23,20. Sep 13,,,,,,,,0.01,0.7,0.26,0.19,0.1,0.39,MG,1
J1476,ZK132,ZK132,borehole,37.15,35.47,35.66,17. Sep 13,37.79,24.06,7.48,11.69,14.8,1.57,0.0,0.01,0.81,0.21,0.25,0.11,0.45,MG,1
J1925,ZK134,ZK134,borehole,284.54,169.21,169.4,19. Sep 13,39.44,24.64,5.5,12.3,15.2,0.51,0.0,0.01,0.61,0.19,0.25,0.13,0.54,MG,1
J1920,ZK134,ZK134,borehole,284.54,169.21,169.4,19. Sep 13,39.55,24.5,5.6,12.3,15.3,0.51,0.0,0.01,0.84,0.21,0.26,0.13,0.54,MG,1
J1925,ZK135,ZK135,borehole,265.99,146.95,147.24,19. Sep 13,42.87,23.56,5.5,12.0,14.4,0.57,0.0,0.01,0.46,0.14,0.18,0.12,0.51,MG,1
J1926,ZK135,ZK135,borehole,265.99,147.46,147.62,19. Sep 13,,,,,,,,0.01,0.64,0.26,0.22,0.11,0.4,MG,1
J1924,ZK136,ZK136,borehole,281.16,156.03,156.23,19. Sep 13,43.86,23.22,4.7,11.3,14.8,0.59,0.0,0.01,0.47,0.12,0.18,0.11,0.49,MG,1
J1925,ZK136,ZK136,borehole,281.16,156.49,156.67,19. Sep 13,37.71,22.19,10.4,14.0,13.5,0.83,0.0,0.01,0.79,0.23,0.24,0.11,0.37,MG,1
J1922,ZK137,ZK137,borehole,155.12,33.65,34.44,19. Sep 13,32.95,20.72,7.2,10.2,14.0,6.87,0.0,0.01,0.83,0.22,0.21,0.13,0.45,MG,1
J1918,ZK138,ZK138,borehole,133.82,15.73,15.99,19. Sep 13,31.43,21.22,11.0,11.7,13.9,4.75,0.0,0.01,0.89,0.09,0.19,0.1,0.36,MG,1
J1912,ZK140,ZK140,borehole,251.21,29.52,29.83,19. Sep 13,39.59,22.12,7.9,12.2,14.4,1.1,0.0,0.01,0.5,0.12,0.15,0.1,0.44,MG,1
J1913,ZK140,ZK140,borehole,251.21,29.92,30.14,19. Sep 13,42.02,23.45,6.3,11.1,14.6,0.28,0.0,0.01,0.78,0.24,0.2,0.12,0.42,MG,1
J1918,ZK142,ZK142,borehole,247.8,130.92,131.25,19. Sep 13,40.4,22.47,7.2,12.0,14.1,0.86,0.0,0.01,0.46,0.13,0.15,0.11,0.47,MG,1
J1919,ZK142,ZK142,borehole,247.8,131.37,131.58,19. Sep 13,38.84,24.78,7.3,11.1,14.6,0.62,0.0,0.01,0.84,0.24,0.21,0.11,0.42,MG,1
J1918,ZK143,ZK143,borehole,193.82,76.76,77.1,19. Sep 13,38.94,22.21,8.2,12.1,13.7,1.56,0.0,0.01,0.47,0.12,0.15,0.11,0.42,MG,1
J1919,ZK143,ZK143,borehole,193.82,77.4,77.63,19. Sep 13,32.82,21.84,14.3,14.7,12.3,0.94,0.0,0.01,0.69,0.26,0.18,0.1,0.33,MG,1
J1918,ZK144,ZK144,borehole,298.78,177.28,177.9,19. Sep 13,27.79,19.96,19.6,15.7,11.1,1.57,0.0,0.01,0.44,0.12,0.13,0.09,0.36,MG,1
J1917,ZK145,ZK145,borehole,157.64,40.08,40.32,19. Sep 13,37.64,23.12,8.5,12.1,13.5,1.63,0.0,0.01,0.42,0.16,0.16,0.12,0.5,MG,1
J1918,ZK145,ZK145,borehole,157.64,40.57,40.75,19. Sep 13,29.56,20.03,19.2,15.9,11.9,1.59,0.0,0.01,0.57,0.2,0.16,0.08,0.31,MG,1
J1919,ZK146,ZK146,borehole,286.32,163.16,163.42,19. Sep 13,41.62,23.36,6.0,12.1,14.7,0.56,0.0,0.01,0.84,0.16,0.2,0.13,0.52,MG,1
J1920,ZK146,ZK146,borehole,286.32,163.78,163.9,19. Sep 13,37.22,22.28,10.5,13.9,13.6,0.81,0.0,0.01,0.9,0.26,0.25,0.14,0.47,MG,1
J1916,ZK148,ZK148,borehole,189.14,134.58,134.89,19. Sep 13,37.16,24.08,9.1,9.7,15.6,1.65,0.0,0.01,1.17,0.49,0.24,0.15,0.57,MG,1
J1917,ZK148,ZK148,borehole,189.14,135.62,135.9,19. Sep 13,32.62,20.63,14.4,12.7,13.9,1.89,0.0,0.01,0.67,0.26,0.2,0.12,0.41,MG,1
J1917,ZK150,ZK150,borehole,133.64,14.35,14.86,19. Sep 13,23.55,13.92,8.4,11.7,8.9,14.64,0.0,0.01,0.3,0.13,0.16,0.08,0.32,MG,1
J1918,ZK150,ZK150,borehole,133.64,15.16,15.35,19. Sep 13,36.38,23.24,7.2,9.2,13.0,4.84,0.0,0.01,1.07,0.22,0.28,0.14,0.44,MG,1
J1921,ZK151,ZK151,borehole,277.72,156.54,156.67,19. Sep 13,34.33,23.56,9.9,14.0,15.1,0.81,0.0,0.01,0.85,0.28,0.31,0.14,0.48,MG,1
J1922,ZK151,ZK151,borehole,277.72,156.02,156.34,19. Sep 13,38.64,24.4,6.4,12.6,14.7,0.62,0.0,0.01,1.28,0.24,0.22,0.16,0.57,MG,1
J1915,ZK152,ZK152,borehole,140.24,18.77,19.78,19. Sep 13,30.37,17.1,13.8,11.2,10.8,7.59,0.0,0.01,0.38,0.09,0.15,0.1,0.39,MG,1
J1477,ZK132,ZK132,borehole,37.15,35.0,35.32,17. Sep 13,39.48,24.8,7.19,12.32,14.02,1.08,0.0,0.01,0.48,0.07,0.01,0.01,0.01,MG,1
J1116,SC04,SC04,borehole,523.0,44.27,44.78,23. Dez 08,37.57,24.74,6.53,10.04,18.56,1.2,0.0,0.01,1.6,0.24,0.26,0.13,0.66,MG,2
J1110,SC05,SC05,borehole,486.04,210.62,211.15,23. Feb 09,41.45,24.02,5.15,10.12,14.81,0.9,0.0,0.01,1.4,0.29,0.26,0.15,0.95,MG,2
J1117,SC06,SC06,borehole,639.35,226.16,226.34,23. Feb 09,35.6,24.07,9.77,9.18,16.77,2.02,0.0,0.01,1.3,0.4,0.21,0.08,0.33,MG,2
J1118,SC06,SC06,borehole,639.35,227.07,227.33,23. Feb 09,38.02,24.47,6.55,10.29,17.48,1.2,0.0,0.01,1.81,0.41,0.25,0.17,0.84,MG,2
J1111,SC07,SC07,borehole,593.73,194.56,195.11,01. Jul 08,33.43,22.71,11.38,10.3,17.99,2.52,0.0,0.01,2.34,0.47,0.2,0.17,0.57,MG,2
J1113,SC09,SC09,borehole,648.7,232.7,233.22,23. Feb 09,35.8,23.89,9.53,9.89,17.76,1.75,0.01,0.01,1.1,0.29,0.16,0.13,0.47,MG,2
J1114,SC10,SC10,borehole,463.5,40.01,40.57,23. Feb 09,34.48,24.01,10.12,9.78,17.33,1.57,0.0,0.01,1.14,0.23,0.18,0.14,0.5,MG,2
J1110,SC11,SC11,borehole,460.2,48.25,48.7,23. Feb 09,33.77,22.63,11.33,9.9,18.6,2.63,0.0,0.01,1.82,0.23,0.23,0.15,0.45,MG,2
J1116,SC12,SC12,borehole,628.5,217.29,217.88,23. Feb 09,36.35,23.81,8.24,9.59,17.38,1.62,0.0,0.01,1.4,0.35,0.23,0.16,0.57,MG,2
J1113,SC13,SC13,borehole,666.04,238.05,238.57,23. Dez 08,37.48,24.67,5.86,9.76,17.98,0.66,0.0,0.01,1.1,0.3,0.21,0.15,0.62,MG,2
J1108,SC14,SC14,borehole,566.8,155.63,156.14,04. Aug 08,34.15,21.93,10.68,10.02,17.88,1.83,0.0,0.01,1.11,0.31,0.2,0.14,0.64,MG,2
J1112,SC15,SC15,borehole,560.65,139.92,140.51,23. Dez 08,35.21,23.84,10.19,9.7,17.9,1.45,0.0,0.01,1.27,0.34,0.24,0.15,0.7,MG,2
J1120,SC16,SC16,borehole,571.35,161.22,161.86,01. Jul 08,35.7,23.16,9.2,9.75,17.81,2.3,0.0,0.01,1.17,0.16,0.22,0.17,0.74,MG,2
J1114,SC17,SC17,borehole,455.32,45.07,45.5,23. Feb 09,33.76,22.81,11.14,10.66,17.4,2.04,0.01,0.01,1.28,0.35,0.25,0.17,0.76,MG,2
J1115,SC18,SC18,borehole,566.18,142.37,143.09,23. Feb 09,33.94,21.9,10.73,9.4,17.71,2.32,0.01,0.01,1.12,0.25,0.2,0.14,0.69,MG,2
J1118,SC19,SC19,borehole,578.94,157.82,158.36,23. Feb 09,34.48,23.04,10.41,10.31,17.55,1.69,0.0,0.02,1.24,0.19,0.2,0.14,0.58,MG,2
J1117,SC26,SC26,borehole,559.27,139.11,139.47,23. Feb 09,36.93,23.93,8.02,9.69,17.47,1.92,0.0,0.01,2.79,0.2,0.24,0.18,0.69,MG,2
J1118,SC27,SC27,borehole,453.22,22.27,22.76,23. Feb 09,34.48,23.46,11.13,10.51,17.04,1.47,0.0,0.01,0.98,0.27,0.2,0.15,0.69,MG,2
J1095,SC28,SC28,borehole,159.02,122.95,123.53,15. Jan 09,34.08,22.82,10.05,9.45,17.16,1.34,0.0,0.01,1.32,0.26,0.2,0.16,0.63,MG,2
J1117,SC28A,SC28A,borehole,575.34,125.62,126.12,23. Feb 09,35.97,23.88,9.16,10.12,18.31,1.77,0.0,0.01,1.47,0.21,0.23,0.16,0.67,MG,2
J1115,SC29,SC29,borehole,471.86,44.55,45.07,23. Feb 09,35.43,23.43,8.83,10.09,17.37,1.67,0.0,0.01,1.19,0.32,0.21,0.15,0.67,MG,2
J1123,SC31,SC31,borehole,476.77,52.34,52.89,23. Feb 09,33.17,23.0,11.38,10.32,16.66,1.65,0.0,0.01,1.4,0.26,0.21,0.16,0.63,MG,2
J1110,SC33,SC33,borehole,520.4,112.68,113.21,23. Feb 09,35.23,23.01,9.92,9.64,18.25,2.13,0.0,0.01,1.1,0.29,0.2,0.13,0.58,MG,2
J1116,SC38,SC38,borehole,467.39,49.52,50.04,23. Feb 09,35.99,23.93,8.39,10.09,17.38,1.63,0.0,0.01,1.19,0.25,0.21,0.15,0.72,MG,2
J1117,SC39,SC39,borehole,581.08,156.14,156.74,01. Jul 08,34.01,22.24,10.53,10.17,18.15,2.19,0.0,0.01,1.13,0.28,0.18,0.15,0.75,MG,2
J1118,SC40,SC40,borehole,564.8,152.23,152.88,23. Feb 09,36.9,24.38,7.37,10.63,17.92,1.3,0.0,0.01,1.16,0.27,0.21,0.15,0.7,MG,2
J1114,SC41,SC41,borehole,642.04,233.57,233.67,23. Feb 09,37.52,25.38,6.23,9.66,17.96,1.3,0.0,0.01,1.0,0.3,0.23,0.11,0.58,MG,2
J1115,SC41,SC41,borehole,642.04,234.04,234.41,23. Feb 09,37.46,23.59,7.3,9.62,18.31,1.52,0.0,0.01,1.02,0.24,0.17,0.16,0.76,MG,2
J1129,SC42,SC42,borehole,577.5,160.35,160.95,23. Feb 09,34.29,22.91,9.95,10.11,17.43,2.03,0.0,0.01,1.08,0.3,0.19,0.14,0.7,MG,2
J1132,SC43,SC43,borehole,652.65,242.02,242.51,23. Feb 09,34.86,23.96,10.0,10.49,16.62,1.29,0.0,0.01,1.16,0.3,0.19,0.15,0.67,MG,2
J1118,SC44,SC44,borehole,565.3,140.3,140.84,04. Aug 08,34.44,23.04,9.72,10.27,17.85,1.45,0.0,0.01,1.19,0.29,0.2,0.15,0.68,MG,2
J1122,SC45,SC45,borehole,652.0,218.68,219.14,23. Feb 09,36.75,25.53,6.8,9.92,17.39,1.35,0.0,0.01,1.59,0.27,0.2,0.18,0.8,MG,2
J1113,SC46,SC46,borehole,445.4,44.99,45.55,23. Feb 09,35.79,23.45,9.56,10.03,18.32,2.02,0.0,0.01,1.01,0.27,0.16,0.14,0.62,MG,2
J1116,SC47,SC47,borehole,467.86,41.59,42.04,23. Feb 09,37.8,24.57,6.26,9.58,18.22,0.91,0.0,0.01,1.21,0.25,0.19,0.16,0.71,MG,2
J1118,SC48,SC48,borehole,505.0,102.35,102.85,23. Feb 09,35.02,23.3,8.56,10.21,17.81,1.72,0.0,0.01,1.82,0.42,0.23,0.14,0.67,MG,2
J1122,SC50,SC50,borehole,418.65,11.2,11.76,23. Feb 09,32.29,22.1,11.06,9.39,17.5,4.05,0.0,0.01,1.14,0.32,0.2,0.16,0.66,MG,2
J1124,SC53,SC53,borehole,645.0,221.28,221.92,23. Feb 09,35.85,23.56,8.49,10.12,17.64,1.95,0.0,0.01,0.98,0.32,0.28,0.14,0.63,MG,2
J1113,SC56,SC56,borehole,550.65,148.1,148.66,23. Feb 09,34.31,22.51,10.72,10.0,16.95,1.94,0.0,0.01,1.59,0.4,0.28,0.12,0.47,MG,2
J1125,SC57,SC57,borehole,556.75,139.9,141.5,23. Feb 09,33.62,21.91,10.17,9.57,17.89,2.32,0.0,0.01,1.36,1.05,0.46,0.2,0.47,MG,2
J1116,SC58,SC58,borehole,619.75,216.65,217.0,23. Feb 09,36.16,23.73,7.7,10.02,18.86,1.6,0.0,0.01,1.27,0.48,0.24,0.17,0.79,MG,2
J1107,SC61,SC61,borehole,331.75,105.44,105.95,23. Feb 09,37.29,24.53,6.04,10.23,17.28,1.22,0.0,0.01,1.29,0.39,0.25,0.18,0.73,MG,2
J1104,SC63,SC63,borehole,333.75,92.63,93.31,23. Feb 09,34.31,23.67,10.4,9.92,17.51,1.99,0.0,0.01,1.08,0.45,0.29,0.12,0.48,MG,2
J1122,SC65,SC65,borehole,484.75,60.0,60.51,23. Feb 09,35.81,23.72,9.33,10.26,17.81,2.09,0.0,0.01,1.22,0.27,0.21,0.15,0.68,MG,2
J1125,SC66,SC66,borehole,622.75,190.57,191.12,23. Feb 09,34.66,23.23,10.22,9.63,18.02,2.14,0.0,0.01,1.08,0.17,0.22,0.14,0.6,MG,2
J1113,SC67,SC67,borehole,508.75,83.98,84.42,23. Feb 09,34.86,23.52,10.29,9.63,18.36,1.75,0.0,0.01,2.47,0.3,0.23,0.17,0.75,MG,2
J1121,SC68,SC68,borehole,588.2,174.8,175.37,23. Feb 09,34.55,23.15,9.59,10.27,17.92,2.14,0.0,0.01,1.21,0.27,0.23,0.2,0.82,MG,2
J1104,SC69,SC69,borehole,325.46,92.54,93.04,23. Feb 09,32.65,22.66,12.07,10.33,18.84,1.95,0.0,0.01,1.49,0.39,0.22,0.17,0.68,MG,2
J1117,SC71,SC71,borehole,334.75,94.19,94.7,23. Feb 09,36.09,23.36,8.2,9.56,18.01,1.47,0.0,0.01,1.16,0.24,0.24,0.12,0.67,MG,2
J1115,ZK23,ZK23,borehole,541.7,110.79,111.2,01. Jul 08,32.99,23.0,12.31,9.89,17.8,1.47,0.0,0.01,0.88,0.14,0.18,0.09,0.54,MG,2
J1117,ZK23,ZK23,borehole,541.7,115.54,115.61,01. Jul 08,24.7,20.41,23.18,14.38,14.22,0.93,0.0,0.01,13.72,0.66,0.39,0.24,0.52,MG,2
J1116,ZK23,ZK23,borehole,541.7,111.68,111.83,01. Jul 08,36.32,23.6,8.01,9.48,17.45,2.24,0.0,0.01,1.88,0.14,0.24,0.17,0.87,MG,2
J1114,ZK24,ZK24,borehole,505.37,121.9,122.22,04. Aug 08,39.66,25.88,3.17,10.02,16.53,0.8,0.0,0.01,1.64,0.34,0.25,0.14,0.77,MG,2
J1113,ZK25,ZK25,borehole,562.45,194.74,195.28,23. Dez 08,35.08,24.03,8.0,9.82,17.44,1.67,0.0,0.01,1.7,0.31,0.25,0.2,0.91,MG,2
J1112,ZK37,ZK37,borehole,445.5,21.72,22.25,11. Aug 08,36.52,23.22,7.83,9.58,17.66,1.73,0.0,0.01,0.97,0.16,0.25,0.13,0.65,MG,2
J1114,ZK38,ZK38,borehole,639.35,250.16,250.72,04. Aug 08,34.35,23.38,10.12,9.46,17.49,1.72,0.0,0.01,1.38,0.15,0.22,0.14,0.62,MG,2
J1119,ZK39,ZK39,borehole,498.2,113.91,114.02,11. Aug 08,37.53,26.09,6.28,9.31,18.0,0.83,0.0,0.01,1.5,0.15,0.21,0.2,0.89,MG,2
J1116,ZK42,ZK42,borehole,415.0,20.4,20.46,11. Aug 08,21.96,43.38,3.11,3.01,6.83,4.03,0.01,0.01,13.11,0.28,0.58,0.25,0.35,MG,2
J1117,ZK45,ZK45,borehole,467.7,69.47,69.91,23. Feb 09,42.59,22.52,3.34,9.9,18.36,0.55,0.0,0.01,1.83,0.2,0.34,0.2,1.0,MG,2
J1123,ZK46,ZK46,borehole,644.0,204.34,204.78,23. Feb 09,43.38,22.53,3.67,10.09,17.16,1.03,0.0,0.01,1.56,0.19,0.3,0.17,0.89,MG,2
J1120,ZK50,ZK50,borehole,615.8,212.27,212.77,23. Feb 09,37.07,24.31,6.96,9.65,18.36,1.26,0.0,0.01,1.44,0.34,0.24,0.16,0.75,MG,2
J1103,ZK53,ZK53,borehole,446.25,15.93,16.46,23. Dez 08,34.2,23.29,9.81,9.89,16.7,1.45,0.0,0.01,1.17,0.26,0.23,0.13,0.69,MG,2
J1108,ZK68,ZK68,borehole,402.32,61.82,62.31,07. Feb 09,37.03,23.52,7.08,9.91,17.87,1.47,0.0,0.01,1.28,0.27,0.24,0.16,0.66,MG,2
J1114,ZK70,ZK70,borehole,495.0,130.03,131.0,23. Feb 09,39.03,24.25,5.31,9.93,17.29,0.61,0.0,0.01,1.27,0.42,0.34,0.14,0.51,MG,2
J1115,ZK70,ZK70,borehole,495.0,136.5,136.78,23. Feb 09,40.51,26.81,2.93,9.94,16.01,0.44,0.0,0.01,1.36,0.22,0.21,0.15,0.69,MG,2
J1114,ZK71,ZK71,borehole,618.11,260.3,260.79,23. Feb 09,34.82,22.94,9.75,11.07,16.66,1.78,0.0,0.01,1.28,0.2,0.25,0.17,0.71,MG,2
J1115,ZK72,ZK72,borehole,412.6,50.25,50.77,23. Feb 09,33.56,22.71,12.07,10.07,17.36,1.93,0.0,0.01,1.17,0.14,0.24,0.15,0.66,MG,2
J1107,ZK74,ZK74,borehole,556.75,179.52,179.64,23. Feb 09,36.83,21.39,7.7,10.42,20.33,1.6,0.0,0.01,1.91,0.15,0.23,0.19,0.43,MG,2
J1117,ZK76,ZK76,borehole,588.18,95.01,95.08,23. Feb 09,38.61,25.1,6.53,9.6,16.58,1.54,0.0,0.01,1.96,0.17,0.23,0.19,0.78,MG,2
J1118,ZK76,ZK76,borehole,588.18,95.19,95.61,23. Feb 09,33.91,22.26,10.67,9.59,17.84,2.83,0.0,0.01,1.27,0.14,0.19,0.14,0.62,MG,2
J1107,ZK78,ZK78,borehole,436.65,229.67,230.15,23. Feb 09,37.16,24.43,7.88,9.59,17.35,1.67,0.0,0.01,1.35,0.12,0.21,0.17,0.77,MG,2
J1109,ZK79,ZK79,borehole,334.65,134.93,135.52,23. Feb 09,34.52,24.24,7.81,9.34,17.72,2.53,0.0,0.01,0.91,0.23,0.29,0.13,0.6,MG,2
J1105,ZK80,ZK80,borehole,274.65,56.65,57.15,23. Feb 09,33.94,22.09,10.49,9.97,17.65,3.0,0.0,0.01,1.14,0.28,0.22,0.17,0.68,MG,2
J1104,ZK81,ZK81,borehole,388.6,168.75,169.22,23. Feb 09,36.18,22.79,8.9,9.42,18.06,1.72,0.0,0.01,1.11,0.21,0.22,0.17,0.73,MG,2
J1109,ZK84,ZK84,borehole,262.65,98.04,98.32,23. Feb 09,47.45,20.68,6.14,12.57,11.12,0.83,0.0,0.01,0.48,0.21,0.17,0.09,0.41,MG,2
J1108,ZK84,ZK84,borehole,262.65,98.54,99.07,23. Feb 09,21.66,18.35,26.28,19.5,10.39,2.11,0.0,0.01,0.5,0.2,0.14,0.06,0.22,MG,2
J1095,ZK86,ZK86,borehole,430.6,202.35,202.45,23. Feb 09,31.19,22.29,15.06,11.12,16.79,1.81,0.0,0.01,0.81,0.3,0.21,0.11,0.47,MG,2
J1095,ZK86,ZK86,borehole,430.6,202.45,202.9,23. Feb 09,33.45,22.8,11.39,9.93,17.53,1.81,0.0,0.01,1.27,0.22,0.19,0.16,0.72,MG,2
J1475,EL02,EL02,borehole,40.26,29.15,29.28,23. Okt 09,32.14,26.7,14.0,11.27,14.15,1.5,0.0,0.01,2.32,0.68,0.33,0.13,0.32,MG,2
J1474,EL02,EL02,borehole,40.26,28.33,28.73,23. Okt 09,35.71,26.02,9.04,10.07,15.83,1.66,0.0,0.01,0.7,0.16,0.12,0.1,0.57,MG,2
J1918,EL027,EL027,borehole,182.14,48.59,48.72,19. Sep 13,34.14,24.88,12.3,11.5,14.7,1.53,0.0,0.01,2.31,0.71,0.35,0.13,0.3,MG,2
J1917,EL027,EL027,borehole,182.14,47.84,48.28,19. Sep 13,37.87,25.27,6.3,10.0,17.2,1.11,0.0,0.04,1.25,0.39,0.19,0.19,0.74,MG,2
J1923,EL028,EL028,borehole,174.82,46.13,46.61,19. Sep 13,37.12,23.72,7.8,11.0,16.8,0.64,0.0,0.01,1.41,0.44,0.2,0.19,0.87,MG,2
J1924,EL028,EL028,borehole,174.82,46.93,47.04,19. Sep 13,34.35,26.25,8.0,10.7,15.6,1.4,0.0,0.01,3.59,0.91,0.52,0.19,0.49,MG,2
J1917,EL030,EL030,borehole,209.09,85.36,85.81,19. Sep 13,40.62,26.13,2.8,10.4,17.8,0.44,0.0,0.01,1.38,2.13,0.35,0.13,0.5,MG,2
J1918,EL032,EL032,borehole,267.2,153.94,154.29,19. Sep 13,36.76,19.68,7.0,11.1,19.5,1.52,0.0,0.01,2.09,0.11,0.28,0.19,0.78,MG,2
J1921,EL033,EL033,borehole,163.74,46.92,47.36,19. Sep 13,37.1,25.35,5.9,10.1,17.3,0.74,0.0,0.01,1.34,0.42,0.17,0.17,0.76,MG,2
J1922,EL033,EL033,borehole,163.74,47.65,47.82,19. Sep 13,32.03,23.38,11.7,12.1,14.9,1.73,0.0,0.01,2.7,0.81,0.4,0.17,0.43,MG,2
