x_ProjectCode,x_BH_ID,x_Motherhole,x_HoleType,x_MaxDepth,x_DepthFrom,x_DepthTo,x_Date,x_Cr2O3_%,x_FeO_%,x_SiO2_%,x_MgO_%,x_Al2O3_%,x_CaO_%,x_P_%,x_Au_ICP_ppm,x_Pt_ICP_ppm,x_Pd_ICP_ppm,x_Rh_ICP_ppm,x_Ir_ICP_ppm,x_Ru_ICP_ppm,y_Level1,y_Level2
J1943,ZK135,ZK135,borehole,265.99,95.38,95.66,19. Sep 13,35.92,23.18,6.8,9.7,19.8,1.88,0.01,0.01,2.45,0.24,0.35,0.16,0.5,MG,4
J1934,ZK136,ZK136,borehole,281.16,72.64,72.74,19. Sep 13,33.9,23.14,14.0,10.1,14.0,2.0,0.0,0.01,1.03,0.25,0.3,0.09,0.38,MG,4
J1935,ZK136,ZK136,borehole,281.16,72.8,73.09,19. Sep 13,34.39,23.29,12.0,9.1,14.7,2.37,0.0,0.01,0.38,0.14,0.15,0.07,0.38,MG,4
J1936,ZK136,ZK136,borehole,281.16,73.18,73.41,19. Sep 13,34.71,23.02,12.9,9.6,14.8,1.96,0.0,0.01,0.33,0.16,0.13,0.06,0.28,MG,4
J1937,ZK136,ZK136,borehole,281.16,75.46,76.01,19. Sep 13,36.04,23.65,9.8,9.0,17.0,1.96,0.0,0.01,0.74,0.18,0.3,0.2,0.79,MG,4
J1919,ZK136,ZK136,borehole,281.16,75.46,76.01,19. Sep 13,35.24,23.06,11.1,9.6,16.6,1.93,0.0,0.01,0.75,0.19,0.29,0.2,0.77,MG,4
J1938,ZK136,ZK136,borehole,281.16,76.09,76.21,19. Sep 13,36.31,23.84,9.2,8.5,17.5,2.05,0.0,0.01,1.81,0.47,0.6,0.13,0.48,MG,4
J1939,ZK136,ZK136,borehole,281.16,76.29,76.33,19. Sep 13,39.5,26.19,6.0,7.9,17.2,1.57,0.0,0.01,1.32,0.39,0.44,0.12,0.56,MG,4
J1940,ZK136,ZK136,borehole,281.16,76.43,76.7,19. Sep 13,33.41,22.48,12.7,9.2,17.5,2.42,0.0,0.01,1.38,0.3,0.29,0.12,0.45,MG,4
J1932,ZK136,ZK136,borehole,281.16,82.0,82.22,19. Sep 13,32.11,21.4,12.6,8.6,19.3,2.72,0.01,0.01,1.38,0.21,0.24,0.12,0.34,MG,4
J1933,ZK136,ZK136,borehole,281.16,72.32,72.57,19. Sep 13,34.86,23.81,12.8,9.3,14.3,2.06,0.0,0.01,0.63,0.2,0.23,0.09,0.44,MG,4
J1918,ZK136,ZK136,borehole,281.16,72.32,72.57,19. Sep 13,32.29,23.23,15.6,10.2,13.7,2.17,0.0,0.01,0.63,0.19,0.21,0.08,0.39,MG,4
J1918,ZK139,ZK139,borehole,263.0,88.0,89.25,19. Sep 13,30.96,21.46,12.6,9.3,16.8,3.79,0.0,0.01,1.51,0.23,0.22,0.14,0.46,MG,4
J1922,ZK142,ZK142,borehole,247.8,81.93,82.82,19. Sep 13,38.01,22.83,7.4,10.0,18.4,1.85,0.0,0.01,1.54,0.17,0.32,0.18,0.63,MG,4
J1921,ZK144,ZK144,borehole,298.78,99.5,100.03,19. Sep 13,34.85,23.07,10.1,9.3,17.3,1.69,0.0,0.01,0.58,0.14,0.22,0.17,0.6,MG,4
J1922,ZK144,ZK144,borehole,298.78,100.26,100.43,19. Sep 13,29.01,21.89,17.8,11.1,14.9,2.22,0.0,0.01,1.81,0.46,0.59,0.15,0.51,MG,4
J1923,ZK144,ZK144,borehole,298.78,100.66,101.12,19. Sep 13,34.05,23.39,10.8,9.5,17.0,1.57,0.0,0.01,2.14,0.24,0.38,0.16,0.5,MG,4
J1928,ZK146,ZK146,borehole,286.32,86.82,86.9,19. Sep 13,35.42,24.26,11.3,9.4,15.3,1.8,0.0,0.01,1.35,0.41,0.45,0.13,0.52,MG,4
J1926,ZK146,ZK146,borehole,286.32,86.4,86.47,19. Sep 13,34.17,23.1,12.7,9.8,16.0,2.22,0.0,0.01,2.14,0.59,0.69,0.19,0.59,MG,4
J1927,ZK146,ZK146,borehole,286.32,86.55,86.61,19. Sep 13,31.35,22.4,16.3,10.3,15.0,2.52,0.0,0.01,1.87,0.47,0.61,0.14,0.54,MG,4
J1929,ZK146,ZK146,borehole,286.32,86.99,87.28,19. Sep 13,34.08,22.97,11.8,10.2,16.9,1.97,0.0,0.01,2.26,0.22,0.31,0.17,0.51,MG,4
J1925,ZK146,ZK146,borehole,286.32,85.7,86.25,19. Sep 13,33.8,22.04,12.9,10.0,16.7,2.31,0.0,0.01,0.7,0.18,0.25,0.19,0.72,MG,4
J1919,ZK148,ZK148,borehole,189.14,121.26,121.37,19. Sep 13,36.12,20.42,10.0,9.4,18.7,2.4,0.0,0.01,2.64,0.33,0.26,0.19,0.5,MG,4
J1920,ZK148,ZK148,borehole,189.14,121.5,121.54,19. Sep 13,41.33,23.02,4.0,10.1,18.8,0.74,0.0,0.01,3.53,0.11,0.2,0.22,0.55,MG,4
J1925,ZK151,ZK151,borehole,277.72,81.1,81.67,19. Sep 13,34.37,23.36,10.0,9.4,18.1,1.86,0.0,0.01,0.77,0.17,0.26,0.2,0.82,MG,4
J1926,ZK151,ZK151,borehole,277.72,81.73,81.77,19. Sep 13,37.73,31.7,4.6,6.2,13.6,1.41,0.0,0.01,3.4,0.13,0.31,0.27,0.65,MG,4
J1927,ZK151,ZK151,borehole,277.72,81.9,82.05,19. Sep 13,31.28,22.57,12.4,9.6,18.4,2.58,0.0,0.01,2.27,0.72,0.79,0.18,0.56,MG,4
J1928,ZK151,ZK151,borehole,277.72,82.47,82.75,19. Sep 13,30.98,22.72,12.5,9.2,18.9,2.68,0.0,0.01,2.16,0.27,0.34,0.17,0.55,MG,4
J1119,ZK23,ZK23,borehole,541.7,55.48,56.72,23. Dez 08,38.14,26.03,7.06,9.83,15.73,0.92,0.0,0.01,0.42,0.19,0.13,0.05,0.35,MG,4
J1120,ZK23,ZK23,borehole,541.7,55.48,56.72,01. Jul 08,30.26,21.83,16.09,9.43,16.32,2.37,0.0,0.01,0.42,0.19,0.13,0.05,0.35,MG,4
J1122,ZK23,ZK23,borehole,541.7,58.51,59.83,01. Jul 08,30.63,22.11,14.9,10.26,17.34,2.09,0.0,0.03,1.15,0.22,0.28,0.1,0.55,MG,4
J1121,ZK23,ZK23,borehole,541.7,58.31,58.51,01. Jul 08,21.6,18.28,26.72,15.02,13.55,2.8,0.0,0.01,0.22,0.09,0.09,0.03,0.19,MG,4
J1123,ZK23,ZK23,borehole,541.7,66.3,66.41,01. Jul 08,30.84,22.72,12.19,9.91,18.4,1.9,0.0,0.01,1.38,0.15,0.17,0.11,0.38,MG,4
J1117,ZK24,ZK24,borehole,505.37,85.76,86.77,04. Aug 08,33.25,22.99,12.34,10.91,16.17,2.25,0.0,0.01,0.47,0.17,0.15,0.05,0.37,MG,4
J1119,ZK24,ZK24,borehole,505.37,89.21,90.05,04. Aug 08,25.33,38.38,5.89,6.12,10.58,1.3,0.0,0.01,1.55,0.3,0.32,0.08,0.45,MG,4
J1118,ZK24,ZK24,borehole,505.37,88.55,89.21,04. Aug 08,29.68,21.61,18.2,12.7,13.18,2.1,0.0,0.01,0.69,0.16,0.21,0.12,0.68,MG,4
J1115,ZK25,ZK25,borehole,562.45,162.56,163.45,23. Dez 08,37.87,24.65,6.68,10.64,17.63,1.07,0.0,0.01,1.41,0.31,0.32,0.16,0.75,MG,4
J1118,ZK38,ZK38,borehole,639.35,213.47,213.98,04. Aug 08,36.53,24.19,8.16,9.79,17.24,1.73,0.0,0.01,1.34,0.31,0.34,0.15,0.65,MG,4
J1119,ZK38,ZK38,borehole,639.35,214.02,214.49,04. Aug 08,33.98,23.01,10.37,9.63,17.4,1.52,0.0,0.01,1.34,0.31,0.34,0.15,0.65,MG,4
J1126,ZK39,ZK39,borehole,498.2,83.19,83.7,11. Aug 08,36.56,24.48,7.92,10.37,16.65,1.65,0.0,0.01,0.73,0.2,0.26,0.17,0.78,MG,4
J1127,ZK39,ZK39,borehole,498.2,83.76,84.08,11. Aug 08,35.04,24.21,9.07,11.38,16.3,1.24,0.0,0.01,1.51,0.4,0.42,0.1,0.43,MG,4
J1128,ZK39,ZK39,borehole,498.2,84.08,84.43,11. Aug 08,35.14,27.56,7.15,9.39,16.48,1.72,0.0,0.01,2.17,0.23,0.25,0.12,0.47,MG,4
J1129,ZK39,ZK39,borehole,498.2,87.39,87.62,11. Aug 08,27.41,32.37,8.68,6.65,14.73,2.17,0.0,0.01,0.87,0.09,0.11,0.08,0.2,MG,4
J1124,ZK44,ZK44,borehole,536.8,140.7,141.36,23. Dez 08,32.94,23.13,11.13,10.4,19.23,2.64,0.0,0.01,0.7,0.16,0.23,0.16,0.69,MG,4
J1125,ZK44,ZK44,borehole,536.8,141.43,142.04,23. Dez 08,33.76,23.31,12.07,10.65,18.61,2.91,0.01,0.01,2.09,0.32,0.41,0.15,0.5,MG,4
J1121,ZK44,ZK44,borehole,536.8,137.84,138.49,23. Dez 08,34.56,22.89,11.89,9.86,15.85,1.79,0.0,0.01,0.57,0.19,0.2,0.08,0.4,MG,4
J1122,ZK44,ZK44,borehole,536.8,138.65,138.93,23. Dez 08,29.78,21.48,17.74,10.31,16.88,2.15,0.0,0.01,0.24,0.13,0.09,0.05,0.27,MG,4
J1119,ZK45,ZK45,borehole,467.7,38.14,39.45,23. Dez 08,36.33,29.98,3.91,7.92,15.33,1.43,0.0,0.01,2.62,0.31,0.46,0.22,0.86,MG,4
J1120,ZK45,ZK45,borehole,467.7,40.69,40.8,23. Dez 08,39.23,17.87,4.92,12.18,23.09,1.06,0.0,0.01,1.94,0.16,0.36,0.24,0.66,MG,4
J1126,ZK46,ZK46,borehole,644.0,167.6,168.51,07. Feb 09,42.12,22.58,5.73,10.05,16.95,1.06,0.0,0.01,0.83,0.24,0.37,0.22,1.08,MG,4
J1128,ZK46,ZK46,borehole,644.0,166.92,167.12,07. Feb 09,42.23,21.3,5.21,9.96,18.53,0.56,0.0,0.01,0.52,0.22,0.22,0.08,0.52,MG,4
J1129,ZK46,ZK46,borehole,644.0,166.29,166.9,07. Feb 09,42.93,19.52,4.28,11.27,19.56,0.36,0.0,0.01,0.52,0.22,0.23,0.08,0.52,MG,4
J1125,ZK46,ZK46,borehole,644.0,168.51,168.82,07. Feb 09,39.86,22.83,8.43,10.8,14.54,1.33,0.0,0.02,3.09,0.33,0.43,0.29,1.04,MG,4
J1127,ZK46,ZK46,borehole,644.0,167.36,167.47,07. Feb 09,44.3,24.56,2.62,9.76,16.15,0.28,0.0,0.01,0.55,0.2,0.24,0.13,0.63,MG,4
J1118,ZK48,ZK48,borehole,511.4,93.25,93.86,15. Jan 09,37.13,23.29,5.81,10.04,17.15,0.95,0.0,0.01,0.73,0.18,0.31,0.17,0.77,MG,4
J1117,ZK48,ZK48,borehole,511.4,93.96,94.58,15. Jan 09,29.88,21.62,11.56,10.02,17.65,2.21,0.0,0.01,1.99,0.29,0.41,0.11,0.45,MG,4
J1123,ZK50,ZK50,borehole,615.8,162.16,162.79,23. Jan 09,32.11,22.86,12.91,10.75,16.72,1.93,0.0,0.01,1.32,0.28,0.35,0.15,0.7,MG,4
J1124,ZK50,ZK50,borehole,615.8,162.82,163.36,23. Jan 09,34.66,24.27,10.75,9.89,17.45,2.05,0.0,0.01,1.32,0.28,0.35,0.15,0.7,MG,4
J1111,ZK68,ZK68,borehole,402.32,30.79,31.83,07. Feb 09,34.91,23.62,11.42,10.35,14.68,2.02,0.0,0.01,0.49,0.42,0.17,0.08,0.37,MG,4
J1112,ZK68,ZK68,borehole,402.32,33.51,34.0,07. Feb 09,37.64,24.73,6.48,10.3,16.67,1.69,0.0,0.01,0.72,0.2,0.28,0.22,0.84,MG,4
J1113,ZK68,ZK68,borehole,402.32,34.38,34.83,07. Feb 09,32.01,22.25,12.21,10.56,17.23,2.71,0.0,0.01,1.56,0.27,0.31,0.13,0.47,MG,4
J1114,ZK68,ZK68,borehole,402.32,38.04,38.23,07. Feb 09,31.25,22.15,13.22,10.36,19.22,3.05,0.0,0.01,0.98,0.19,0.22,0.16,0.38,MG,4
J1131,ZK70,ZK70,borehole,495.0,106.37,106.73,07. Okt 13,,,,,,,,0.01,2.29,0.32,0.37,0.15,0.55,MG,4
J1118,ZK70,ZK70,borehole,495.0,103.45,103.69,23. Feb 09,35.66,23.85,10.32,9.49,15.39,1.45,0.0,0.01,0.36,0.16,0.13,0.06,0.31,MG,4
J1117,ZK70,ZK70,borehole,495.0,103.06,103.45,23. Feb 09,33.8,22.79,13.36,11.11,14.46,1.49,0.0,0.01,0.36,0.16,0.13,0.06,0.31,MG,4
J1119,ZK70,ZK70,borehole,495.0,105.34,106.12,23. Feb 09,23.02,17.84,27.57,15.26,12.17,2.41,0.0,0.01,0.86,0.2,0.31,0.22,0.91,MG,4
J1120,ZK70,ZK70,borehole,495.0,106.19,106.73,23. Feb 09,35.49,23.57,8.97,9.2,17.32,1.36,0.0,0.01,2.33,0.42,0.44,0.15,0.57,MG,4
J1122,ZK70,ZK70,borehole,495.0,111.85,111.99,23. Feb 09,32.41,22.6,11.78,8.38,18.49,2.52,0.0,0.01,1.66,0.19,0.24,0.16,0.42,MG,4
J1123,ZK71,ZK71,borehole,618.11,220.85,221.54,23. Jan 09,35.57,23.71,10.46,9.46,15.47,1.43,0.0,0.01,0.6,0.24,0.22,0.08,0.42,MG,4
J1118,ZK71,ZK71,borehole,618.11,229.92,230.07,23. Jan 09,31.55,22.5,12.32,9.5,18.64,2.17,0.0,0.01,0.77,0.13,0.2,0.11,0.32,MG,4
J1122,ZK71,ZK71,borehole,618.11,221.65,221.88,23. Jan 09,34.04,23.41,11.88,9.71,16.67,1.96,0.0,0.01,0.31,0.13,0.14,0.06,0.33,MG,4
J1119,ZK71,ZK71,borehole,618.11,224.06,224.58,23. Jan 09,32.58,22.78,11.54,9.95,17.78,1.61,0.0,0.01,1.42,0.26,0.36,0.16,0.67,MG,4
J1120,ZK71,ZK71,borehole,618.11,223.64,224.03,23. Jan 09,34.81,23.89,9.04,9.24,17.23,1.08,0.0,0.01,1.42,0.26,0.36,0.16,0.67,MG,4
J1120,ZK72,ZK72,borehole,412.6,10.51,11.93,31. Jan 09,32.32,22.02,12.25,10.13,17.47,2.12,0.0,0.01,1.2,0.18,0.25,0.13,0.51,MG,4
J1121,ZK72,ZK72,borehole,412.6,17.72,17.93,31. Jan 09,29.91,21.51,14.36,9.97,18.77,2.44,0.0,0.01,1.62,0.28,0.24,0.18,0.43,MG,4
J1125,ZK73,ZK73,borehole,472.65,82.57,83.14,17. Feb 09,31.93,24.35,10.66,9.45,17.44,1.92,0.0,0.01,2.11,0.37,0.39,0.13,0.53,MG,4
J1126,ZK73,ZK73,borehole,472.65,86.8,87.0,17. Feb 09,42.9,23.69,4.36,11.05,14.89,0.39,0.0,0.01,1.38,0.17,0.19,0.15,0.34,MG,4
J1123,ZK73,ZK73,borehole,472.65,79.27,80.28,17. Feb 09,35.11,24.34,9.81,9.89,15.25,1.85,0.0,0.01,0.49,0.21,0.17,0.1,0.37,MG,4
J1124,ZK73,ZK73,borehole,472.65,81.93,82.51,17. Feb 09,33.67,21.9,10.0,10.18,18.36,1.89,0.0,0.01,0.75,0.18,0.25,0.17,0.7,MG,4
J1110,ZK74,ZK74,borehole,556.75,172.24,172.98,15. Jan 09,37.92,19.61,6.31,10.53,19.86,1.0,0.0,0.01,0.63,0.25,0.21,0.08,0.42,MG,4
J1123,ZK76,ZK76,borehole,588.18,44.82,44.99,07. Feb 09,32.28,23.28,10.46,9.14,18.59,2.27,0.0,0.01,1.62,0.4,0.53,0.32,1.31,MG,4
J1124,ZK76,ZK76,borehole,588.18,44.58,44.79,07. Feb 09,29.16,21.12,16.45,11.2,16.62,2.52,0.0,0.01,1.57,0.42,0.47,0.29,1.19,MG,4
J1125,ZK76,ZK76,borehole,588.18,43.93,44.38,07. Feb 09,33.06,22.88,10.35,10.06,18.28,2.01,0.0,0.01,0.58,0.15,0.23,0.16,0.65,MG,4
J1121,ZK76,ZK76,borehole,588.18,51.52,51.66,07. Feb 09,31.01,22.57,12.44,10.1,18.48,2.45,0.0,0.01,1.77,0.16,0.19,0.18,0.41,MG,4
J1122,ZK76,ZK76,borehole,588.18,45.14,45.59,07. Feb 09,31.65,22.4,13.39,10.24,17.8,1.81,0.0,0.01,2.22,0.25,0.37,0.15,0.52,MG,4
J1126,ZK76,ZK76,borehole,588.18,41.07,41.89,07. Feb 09,30.68,21.63,15.99,10.46,16.08,2.65,0.0,0.01,0.39,0.21,0.14,0.06,0.3,MG,4
J1127,ZK76,ZK76,borehole,588.18,40.35,40.75,07. Feb 09,34.46,23.7,12.26,10.03,15.69,2.11,0.0,0.01,0.8,0.21,0.24,0.1,0.49,MG,4
J1117,ZK78,ZK78,borehole,436.65,195.73,195.94,07. Okt 13,,,,,,,,0.01,0.26,0.06,0.1,0.04,0.19,MG,4
J1118,ZK78,ZK78,borehole,436.65,195.94,196.49,07. Okt 13,,,,,,,,0.01,1.28,0.19,0.3,0.21,0.89,MG,4
J1119,ZK78,ZK78,borehole,436.65,196.54,196.67,07. Okt 13,,,,,,,,0.01,1.36,0.33,0.38,0.14,0.58,MG,4
J1120,ZK78,ZK78,borehole,436.65,201.05,201.16,07. Okt 13,,,,,,,,0.01,1.62,0.2,0.19,0.17,0.43,MG,4
J1121,ZK78,ZK78,borehole,436.65,221.08,221.17,07. Okt 13,,,,,,,,0.01,2.93,1.38,0.78,0.25,0.95,MG,4
J1122,ZK78,ZK78,borehole,436.65,221.31,221.45,07. Okt 13,,,,,,,,0.01,0.68,0.34,0.19,0.12,0.53,MG,4
J1123,ZK78,ZK78,borehole,436.65,193.62,194.64,17. Sep 13,38.3,26.09,6.62,10.97,16.95,0.93,0.0,0.01,0.67,0.19,0.2,0.1,0.47,MG,4
J1117,ZK79,ZK79,borehole,334.65,104.47,104.65,23. Jan 09,37.21,24.61,7.74,10.18,16.82,1.78,0.0,0.01,1.4,0.34,0.41,0.35,1.46,MG,4
J1118,ZK79,ZK79,borehole,334.65,104.71,105.26,23. Jan 09,35.44,24.28,8.08,10.06,17.61,1.99,0.0,0.01,2.24,0.37,0.4,0.14,0.55,MG,4
J1119,ZK79,ZK79,borehole,334.65,109.63,109.83,23. Jan 09,30.26,30.13,9.32,7.52,16.15,2.53,0.0,0.01,1.49,0.17,0.19,0.16,0.37,MG,4
J1116,ZK79,ZK79,borehole,334.65,103.91,104.39,23. Jan 09,35.79,24.41,8.81,10.21,16.3,1.67,0.0,0.01,0.61,0.14,0.2,0.14,0.61,MG,4
J1114,ZK79,ZK79,borehole,334.65,101.86,102.23,23. Jan 09,34.83,23.91,10.95,9.91,15.6,2.46,0.0,0.01,0.45,0.18,0.14,0.05,0.24,MG,4
J1115,ZK79,ZK79,borehole,334.65,102.32,102.52,23. Jan 09,34.2,29.15,8.61,8.11,14.98,1.85,0.0,0.01,0.35,0.17,0.15,0.07,0.37,MG,4
J1113,ZK79,ZK79,borehole,334.65,101.43,101.8,23. Jan 09,32.74,25.81,12.08,10.6,13.4,2.59,0.0,0.01,0.65,0.26,0.19,0.07,0.36,MG,4
J1121,ZK80,ZK80,borehole,274.65,16.57,16.72,07. Okt 13,,,,,,,,0.01,1.81,0.17,0.19,0.17,0.5,MG,4
J1111,ZK80,ZK80,borehole,274.65,21.37,21.56,15. Jan 09,31.23,21.64,12.52,9.22,18.54,2.72,0.0,0.01,2.12,0.13,0.25,0.21,0.51,MG,4
J1110,ZK80,ZK80,borehole,274.65,14.4,16.12,15. Jan 09,29.96,21.04,15.81,8.97,17.69,3.13,0.01,0.01,1.08,0.12,0.21,0.16,0.6,MG,4
J1109,ZK80,ZK80,borehole,274.65,14.23,14.4,15. Jan 09,31.76,22.31,14.42,10.23,16.92,2.6,0.0,0.01,0.33,0.07,0.11,0.06,0.24,MG,4
J1108,ZK80,ZK80,borehole,274.65,11.09,12.2,15. Jan 09,31.49,22.03,14.96,10.9,15.56,3.08,0.0,0.01,0.52,0.18,0.18,0.08,0.38,MG,4
J1108,ZK81,ZK81,borehole,388.6,123.0,123.96,31. Jan 09,40.09,24.43,5.57,10.16,15.91,0.33,0.0,0.01,0.63,0.17,0.22,0.1,0.5,MG,4
J1109,ZK81,ZK81,borehole,388.6,125.23,125.45,31. Jan 09,20.86,18.11,27.8,15.59,12.57,2.72,0.0,0.01,0.29,0.12,0.11,0.06,0.22,MG,4
J1112,ZK81,ZK81,borehole,388.6,132.45,132.62,31. Jan 09,29.19,20.22,14.83,9.18,19.79,3.06,0.0,0.01,1.48,0.16,0.22,0.19,0.46,MG,4
J1110,ZK81,ZK81,borehole,388.6,125.45,126.27,31. Jan 09,33.7,23.55,10.44,9.83,17.68,1.58,0.0,0.01,1.14,0.29,0.37,0.19,0.77,MG,4
J1111,ZK81,ZK81,borehole,388.6,126.36,126.75,31. Jan 09,35.28,23.68,8.43,9.7,17.49,1.5,0.0,0.01,2.17,0.33,0.4,0.16,0.6,MG,4
J1113,ZK84,ZK84,borehole,262.65,26.13,26.41,23. Jan 09,34.89,23.97,10.12,9.13,16.52,1.47,0.0,0.01,1.24,0.73,0.33,0.13,0.54,MG,4
J1114,ZK84,ZK84,borehole,262.65,26.55,27.52,23. Jan 09,29.07,21.0,16.38,9.11,17.07,2.63,0.0,0.01,1.11,0.37,0.28,0.1,0.39,MG,4
J1109,ZK85,ZK85,borehole,376.75,104.54,105.23,31. Jan 09,33.83,22.99,10.15,9.42,16.82,1.47,0.0,0.01,1.65,0.27,0.35,0.12,0.47,MG,4
J1106,ZK85,ZK85,borehole,376.75,100.84,101.64,31. Jan 09,33.6,22.93,12.69,9.63,15.03,1.73,0.0,0.01,0.46,0.2,0.18,0.06,0.35,MG,4
J1107,ZK85,ZK85,borehole,376.75,103.75,103.91,31. Jan 09,24.71,19.49,22.49,13.43,14.58,2.58,0.0,0.01,0.29,0.14,0.13,0.06,0.25,MG,4
J1108,ZK85,ZK85,borehole,376.75,103.91,104.54,31. Jan 09,32.65,22.32,11.69,9.22,17.49,2.12,0.0,0.01,0.73,0.2,0.26,0.17,0.73,MG,4
J1110,ZK85,ZK85,borehole,376.75,111.19,111.35,31. Jan 09,30.92,21.91,12.54,9.51,18.52,2.14,0.0,0.01,1.33,0.17,0.26,0.17,0.43,MG,4
J1095,ZK86,ZK86,borehole,430.6,156.92,157.54,07. Okt 13,,,,,,,,0.01,0.68,0.18,0.23,0.16,0.67,MG,4
J1095,ZK86,ZK86,borehole,430.6,157.54,158.27,23. Feb 09,33.62,23.41,9.72,9.76,17.02,1.2,0.0,0.01,2.23,0.43,0.39,0.14,0.48,MG,4
J1095,ZK86,ZK86,borehole,430.6,154.03,154.25,23. Feb 09,31.97,23.48,13.03,9.61,14.54,1.58,0.0,0.01,0.46,0.18,0.15,0.06,0.32,MG,4
J1095,ZK86,ZK86,borehole,430.6,158.27,158.94,23. Feb 09,34.76,25.03,8.2,8.17,16.89,1.85,0.0,0.01,2.21,0.39,0.42,0.14,0.53,MG,4
J1095,ZK86,ZK86,borehole,430.6,165.29,165.38,23. Feb 09,32.35,22.68,11.22,9.02,18.49,2.13,0.0,0.01,1.7,0.14,0.17,0.13,0.27,MG,4
J1095,ZK86,ZK86,borehole,430.6,165.83,165.93,23. Feb 09,30.91,21.96,13.35,9.26,19.14,2.7,0.0,0.01,0.93,0.14,0.24,0.14,0.31,MG,4
J1095,ZK86,ZK86,borehole,430.6,161.97,162.09,23. Feb 09,26.77,20.2,19.38,10.03,16.38,3.49,0.0,0.01,1.19,0.15,0.18,0.12,0.27,MG,4
J1927,EL028,EL028,borehole,174.82,22.33,22.58,19. Sep 13,29.71,22.58,13.6,9.5,19.1,2.72,0.0,0.01,1.15,0.19,0.15,0.15,0.4,MG,4 
J1916,EL028,EL028,borehole,174.82,22.33,22.58,19. Sep 13,30.35,22.39,13.4,9.6,19.0,2.68,0.0,0.01,1.25,0.21,0.17,0.15,0.4,MG,4 
J1922,EL032,EL032,borehole,267.2,135.43,137.03,19. Sep 13,42.05,23.25,4.3,10.3,17.6,0.67,0.0,0.01,1.13,0.35,0.32,0.15,0.76,MG,4
J1933,EL22,EL22,borehole,300.69,72.58,73.14,19. Sep 13,35.78,20.66,10.3,9.6,18.1,2.25,0.0,0.01,0.61,0.15,0.2,0.09,0.5,MG,4
J1928,MD019,MD019,borehole,229.2,66.29,67.14,19. Sep 13,32.23,24.12,13.2,8.8,15.1,2.11,0.0,0.01,0.65,0.19,0.24,0.1,0.46,MG,4
J1929,MD019,MD019,borehole,229.2,67.21,67.47,19. Sep 13,30.51,22.52,14.9,8.7,16.8,2.76,0.0,0.01,0.32,0.1,0.11,0.06,0.31,MG,4
J1480,MD12,MD12,borehole,60.16,48.8,49.05,13. Jan 10,34.64,25.0,13.88,9.94,14.46,1.81,0.03,0.01,0.64,0.16,0.17,0.07,0.38,MG,4
J1481,MD12,MD12,borehole,60.16,49.16,49.78,13. Jan 10,31.68,22.4,18.15,10.48,14.96,2.3,0.03,0.02,0.35,0.81,0.11,0.06,0.34,MG,4
J1477,MD14,MD14,borehole,56.42,47.53,48.48,17. Sep 13,33.54,24.39,11.31,10.68,15.53,1.35,0.0,0.01,0.48,0.2,0.12,0.06,0.28,MG,4
J1528,MD17,MD17,borehole,645.33,311.3,311.74,17. Sep 13,37.23,25.14,11.5,12.15,13.2,0.38,0.0,0.01,0.33,0.14,0.15,0.07,0.37,MG,4
J1527,MD17,MD17,borehole,645.33,310.87,311.25,17. Sep 13,37.45,25.13,11.08,12.19,12.86,0.35,0.0,0.01,0.95,0.26,0.31,0.11,0.49,MG,4
J1483,ZK118,ZK118,borehole,34.06,21.55,22.54,17. Sep 13,31.1,23.72,16.19,9.23,13.89,2.98,0.0,0.01,0.48,0.1,0.13,0.07,0.36,MG,4
J1479,ZK120,ZK120,borehole,31.33,13.71,15.83,17. Sep 13,29.84,23.14,14.83,9.61,14.74,2.06,0.0,0.01,0.3,0.08,0.08,0.05,0.25,MG,4
J1477,ZK123,ZK123,borehole,25.48,9.71,10.2,17. Sep 13,33.5,24.48,12.17,7.72,13.98,3.41,0.0,0.01,0.8,0.21,0.26,0.1,0.47,MG,4
J1482,ZK127,ZK127,borehole,22.48,9.5,10.54,17. Sep 13,31.55,23.72,12.16,8.73,13.39,4.45,0.0,0.01,0.55,0.14,0.13,0.07,0.37,MG,4
J1485,ZK128,ZK128,borehole,48.53,8.17,9.28,17. Sep 13,33.88,24.7,8.94,8.69,13.61,4.76,0.0,0.01,0.54,0.13,0.21,0.07,0.38,MG,4
J1486,ZK128,ZK128,borehole,48.53,7.35,7.51,17. Sep 13,31.22,24.7,7.27,7.38,11.73,9.35,0.0,0.01,0.63,0.11,0.23,0.06,0.32,MG,4
J1490,ZK131,ZK131,borehole,52.01,12.62,13.17,17. Sep 13,34.5,25.05,11.08,8.66,14.46,2.94,0.0,0.01,0.62,0.2,0.26,0.08,0.45,MG,4
J1921,EL027,EL027,borehole,182.14,16.35,17.1,19. Sep 13,33.29,23.74,12.2,8.6,15.5,2.74,0.0,0.01,0.7,0.2,0.18,0.09,0.45,MG,4A
J1922,EL027,EL027,borehole,182.14,17.19,17.39,19. Sep 13,34.84,24.62,8.8,9.1,15.6,2.54,0.0,0.01,0.33,0.17,0.08,0.07,0.38,MG,4A
J1928,EL028,EL028,borehole,174.82,15.22,15.77,19. Sep 13,27.99,21.61,19.8,10.6,14.4,2.61,0.0,0.01,0.21,0.07,0.04,0.01,0.05,MG,4A
J1921,EL030,EL030,borehole,209.09,57.38,58.06,19. Sep 13,35.75,23.85,10.3,10.0,15.8,1.95,0.0,0.01,0.67,0.18,0.18,0.08,0.42,MG,4A
